"Date","Price","Open","High","Low","Vol.","Change %"
"01/27/2024","38,854.5","38,571.8","38,910.0","38,178.8","0.40K","0.73%"
"01/26/2024","38,571.8","36,851.0","38,900.0","36,763.8","1.00K","4.67%"
"01/25/2024","36,851.0","36,828.4","36,985.3","36,472.8","0.47K","0.06%"
"01/24/2024","36,828.3","36,740.0","37,246.1","36,300.1","0.79K","0.24%"
"01/23/2024","36,739.9","36,315.0","36,848.0","35,472.6","1.37K","1.17%"
"01/22/2024","36,315.0","38,172.0","38,228.3","36,203.9","1.25K","-4.86%"
"01/21/2024","38,168.3","38,277.8","38,445.6","38,121.0","0.16K","-0.29%"
"01/20/2024","38,277.8","38,238.4","38,402.6","38,075.8","0.11K","0.10%"
"01/19/2024","38,238.4","37,990.8","38,676.6","37,022.3","0.95K","0.69%"
"01/18/2024","37,974.6","39,278.1","39,395.5","37,404.3","1.02K","-3.31%"
"01/17/2024","39,276.3","39,685.1","39,699.8","38,900.0","0.52K","-1.03%"
"01/16/2024","39,685.0","38,852.1","40,087.3","38,723.4","0.71K","2.10%"
"01/15/2024","38,869.6","38,150.1","39,593.8","38,121.5","0.85K","1.89%"
"01/14/2024","38,150.1","39,194.6","39,365.6","38,150.1","0.42K","-2.66%"
"01/13/2024","39,194.6","39,120.2","39,598.9","38,833.1","0.50K","0.04%"
"01/12/2024","39,180.1","42,222.0","42,378.4","38,013.6","1.89K","-7.24%"
"01/11/2024","42,239.9","42,569.1","44,802.5","41,615.1","2.26K","-0.76%"
"01/10/2024","42,564.5","42,229.1","43,500.0","40,568.4","2.60K","0.79%"
"01/09/2024","42,229.1","42,884.0","43,910.0","41,296.3","1.98K","-1.53%"
"01/08/2024","42,884.0","40,194.0","43,190.0","39,555.0","1.92K","6.69%"
"01/07/2024","40,194.0","40,255.0","40,700.0","39,929.7","0.51K","-0.15%"
"01/06/2024","40,253.1","40,423.6","40,473.8","39,780.6","0.26K","-0.42%"
"01/05/2024","40,423.6","40,397.7","40,650.0","39,086.2","1.11K","0.10%"
"01/04/2024","40,381.9","39,293.8","40,932.4","39,021.9","1.05K","2.74%"
"01/03/2024","39,303.2","41,126.0","41,578.0","37,600.0","1.82K","-4.41%"
"01/02/2024","41,118.0","40,064.0","41,898.0","40,063.9","1.45K","2.65%"
"01/01/2024","40,057.7","38,404.5","40,057.7","38,342.8","0.48K","4.33%"
"12/31/2023","38,397.0","38,283.0","38,850.0","38,190.1","0.56K","0.30%"
"12/30/2023","38,283.0","38,224.4","38,653.8","37,739.7","0.28K","0.15%"
"12/29/2023","38,224.4","38,528.0","39,040.0","37,649.2","0.76K","-0.81%"
"12/28/2023","38,538.3","39,144.4","39,416.0","38,181.8","0.78K","-1.56%"
"12/27/2023","39,149.5","38,521.3","39,349.0","38,198.0","0.61K","1.63%"
"12/26/2023","38,521.3","39,574.1","39,590.1","37,777.1","0.64K","-2.66%"
"12/25/2023","39,574.1","39,169.4","39,840.0","38,960.7","0.54K","0.97%"
"12/24/2023","39,192.3","39,802.5","39,983.9","38,922.0","0.37K","-1.52%"
"12/23/2023","39,799.0","39,986.1","40,001.1","39,401.4","0.26K","-0.45%"
"12/22/2023","39,978.0","39,870.4","40,348.5","39,425.1","0.82K","0.27%"
"12/21/2023","39,870.4","39,875.4","40,250.0","39,485.0","1.14K","-0.01%"
"12/20/2023","39,875.4","38,503.0","40,399.9","38,486.5","1.11K","3.57%"
"12/19/2023","38,500.7","39,053.0","39,774.6","38,119.3","0.77K","-1.43%"
"12/18/2023","39,058.8","37,967.5","39,125.0","37,144.1","0.86K","2.88%"
"12/17/2023","37,964.3","38,818.2","38,943.5","37,900.0","0.36K","-2.20%"
"12/16/2023","38,818.2","38,515.6","39,200.2","38,255.1","0.21K","0.82%"
"12/15/2023","38,501.5","39,153.9","39,264.6","38,250.1","0.68K","-1.67%"
"12/14/2023","39,153.8","39,428.2","39,669.6","38,282.6","0.86K","-0.69%"
"12/13/2023","39,427.4","38,419.3","39,952.0","37,701.3","1.02K","2.65%"
"12/12/2023","38,408.6","38,309.8","39,000.3","37,703.8","1.16K","0.22%"
"12/11/2023","38,322.8","40,692.4","40,712.6","37,340.0","1.73K","-5.82%"
"12/10/2023","40,692.4","40,659.0","40,939.9","40,511.2","0.41K","0.08%"
"12/09/2023","40,659.2","41,083.1","41,242.9","40,554.7","0.48K","-1.01%"
"12/08/2023","41,075.4","40,130.2","41,600.1","39,984.1","0.95K","2.36%"
"12/07/2023","40,130.2","40,662.1","40,900.0","39,777.9","1.13K","-1.31%"
"12/06/2023","40,662.1","40,825.9","41,034.8","40,255.7","1.11K","-0.40%"
"12/05/2023","40,825.9","38,742.5","41,170.0","38,290.8","1.74K","5.38%"
"12/04/2023","38,742.5","36,722.0","39,122.9","36,722.0","2.30K","5.50%"
"12/03/2023","36,722.0","36,247.3","36,880.0","36,035.6","0.52K","1.28%"
"12/02/2023","36,259.5","35,564.8","36,600.0","35,530.7","0.64K","1.95%"
"12/01/2023","35,564.4","34,645.6","35,860.1","34,550.0","1.26K","2.65%"
"11/30/2023","34,645.6","34,520.5","34,773.8","34,385.0","0.76K","0.36%"
"11/29/2023","34,520.4","34,382.6","34,977.1","34,271.6","0.70K","0.40%"
"11/28/2023","34,382.6","33,999.1","34,944.2","33,696.2","1.20K","1.14%"
"11/27/2023","33,996.2","34,253.7","34,383.5","33,602.4","1.03K","-0.75%"
"11/26/2023","34,253.5","34,570.4","34,600.0","34,009.1","0.43K","-0.92%"
"11/25/2023","34,570.4","34,494.8","34,659.3","34,397.1","0.30K","0.24%"
"11/24/2023","34,489.1","34,224.4","35,138.6","34,191.2","1.19K","0.79%"
"11/23/2023","34,220.2","34,373.6","34,476.7","33,841.5","0.61K","-0.43%"
"11/22/2023","34,368.3","32,751.1","34,772.8","32,677.1","1.34K","4.81%"
"11/21/2023","32,792.4","34,257.7","34,395.8","32,790.2","1.45K","-4.27%"
"11/20/2023","34,256.8","34,293.3","34,540.0","33,689.2","1.16K","-0.11%"
"11/19/2023","34,293.3","33,589.4","34,412.7","33,409.8","0.43K","2.12%"
"11/18/2023","33,580.6","33,604.2","33,831.0","33,230.1","0.26K","-0.03%"
"11/17/2023","33,589.8","33,342.5","33,805.0","33,040.0","1.00K","0.78%"
"11/16/2023","33,331.3","34,926.5","34,990.4","32,724.8","1.58K","-4.54%"
"11/15/2023","34,917.7","32,700.0","35,006.6","32,536.6","1.78K","6.78%"
"11/14/2023","32,700.0","34,095.1","34,368.2","32,071.7","1.85K","-4.11%"
"11/13/2023","34,100.0","34,708.1","35,039.9","34,005.5","1.18K","-1.76%"
"11/12/2023","34,710.7","34,805.0","34,881.0","34,435.8","0.40K","-0.28%"
"11/11/2023","34,809.6","34,938.5","35,030.9","34,443.2","0.45K","-0.37%"
"11/10/2023","34,938.5","34,428.9","35,138.4","34,052.7","1.44K","1.48%"
"11/09/2023","34,427.4","33,287.4","35,433.7","33,210.0","2.64K","3.43%"
"11/08/2023","33,284.6","33,131.8","33,696.6","32,861.5","1.17K","0.46%"
"11/07/2023","33,131.8","32,719.8","33,566.8","32,371.9","1.29K","1.31%"
"11/06/2023","32,704.2","32,681.6","32,840.5","32,400.0","1.01K","0.07%"
"11/05/2023","32,681.6","32,733.7","33,007.1","32,177.0","0.56K","-0.16%"
"11/04/2023","32,733.3","32,392.8","32,898.9","32,275.6","0.37K","1.05%"
"11/03/2023","32,392.7","32,929.9","32,929.9","32,022.8","1.11K","-1.62%"
"11/02/2023","32,927.3","33,481.8","33,925.9","32,355.1","1.40K","-1.66%"
"11/01/2023","33,481.8","32,766.2","33,689.8","32,323.0","1.69K","2.18%"
"10/31/2023","32,767.9","32,502.9","32,836.9","32,090.7","1.05K","0.82%"
"10/30/2023","32,502.9","32,713.1","32,920.6","32,181.2","1.05K","-0.62%"
"10/29/2023","32,704.4","32,290.1","32,909.8","32,146.0","0.56K","1.28%"
"10/28/2023","32,290.1","32,085.5","32,615.2","32,057.7","0.41K","0.64%"
"10/27/2023","32,085.5","32,337.6","32,431.1","31,620.0","1.24K","-0.78%"
"10/26/2023","32,337.5","32,661.1","33,031.0","32,044.6","1.30K","-1.01%"
"10/25/2023","32,666.3","32,013.0","33,222.8","31,834.5","1.99K","2.05%"
"10/24/2023","32,009.0","31,004.1","32,941.4","30,785.0","3.33K","3.27%"
"10/23/2023","30,994.3","28,317.5","32,454.8","28,224.2","2.62K","9.47%"
"10/22/2023","28,313.7","28,227.4","28,519.6","28,009.0","0.42K","0.31%"
"10/21/2023","28,227.3","28,008.1","28,646.0","27,819.8","0.54K","0.77%"
"10/20/2023","28,010.8","27,147.8","28,519.9","27,057.8","1.90K","3.18%"
"10/19/2023","27,147.8","26,889.0","27,272.7","26,747.1","0.96K","0.96%"
"10/18/2023","26,889.6","26,868.8","27,376.0","26,731.7","0.81K","0.08%"
"10/17/2023","26,868.8","27,009.7","27,105.0","26,621.0","0.89K","-0.52%"
"10/16/2023","27,010.0","25,816.0","28,488.7","25,785.4","2.33K","4.63%"
"10/15/2023","25,815.8","25,570.7","25,938.3","25,532.0","0.47K","0.96%"
"10/14/2023","25,570.7","25,569.5","25,685.9","25,519.3","0.24K","0.01%"
"10/13/2023","25,569.4","25,388.5","25,799.8","25,378.4","0.69K","0.71%"
"10/12/2023","25,388.5","25,301.9","25,406.6","25,127.0","0.85K","0.34%"
"10/11/2023","25,303.5","25,833.8","25,897.5","25,075.3","1.17K","-2.05%"
"10/10/2023","25,832.5","26,089.1","26,235.9","25,765.9","0.84K","-0.94%"
"10/09/2023","26,078.3","26,437.3","26,507.0","25,908.8","0.78K","-1.36%"
"10/08/2023","26,437.2","26,435.8","26,554.0","26,210.3","0.35K","0.01%"
"10/07/2023","26,435.7","26,404.7","26,495.8","26,333.5","0.19K","0.11%"
"10/06/2023","26,405.9","25,995.7","26,672.6","25,913.2","0.85K","1.58%"
"10/05/2023","25,995.7","26,448.2","26,714.5","25,975.0","0.91K","-1.71%"
"10/04/2023","26,448.5","26,197.9","26,485.5","25,979.7","0.68K","0.96%"
"10/03/2023","26,197.9","26,240.1","26,412.8","25,961.4","0.88K","-0.16%"
"10/02/2023","26,240.1","26,484.4","27,151.0","26,049.1","1.71K","-0.83%"
"10/01/2023","26,459.3","25,507.0","26,533.6","25,499.2","0.79K","3.73%"
"09/30/2023","25,506.9","25,451.5","25,614.0","25,428.0","0.28K","0.22%"
"09/29/2023","25,451.5","25,581.9","25,670.7","25,165.1","0.78K","-0.48%"
"09/28/2023","25,574.4","25,072.3","25,792.8","25,037.6","0.98K","2.00%"
"09/27/2023","25,072.3","24,786.7","25,428.5","24,778.0","0.97K","1.14%"
"09/26/2023","24,788.9","24,812.0","24,910.0","24,636.7","0.73K","-0.08%"
"09/25/2023","24,809.5","24,653.8","24,935.0","24,420.0","0.92K","0.63%"
"09/24/2023","24,653.8","24,981.0","25,112.7","24,539.7","0.30K","-1.31%"
"09/23/2023","24,980.9","24,965.6","25,022.6","24,906.0","0.19K","0.06%"
"09/22/2023","24,965.6","24,919.2","25,119.3","24,851.5","0.63K","0.19%"
"09/21/2023","24,919.2","25,460.7","25,516.4","24,763.6","0.88K","-2.13%"
"09/20/2023","25,460.7","25,479.7","25,628.8","25,150.1","0.83K","-0.06%"
"09/19/2023","25,477.2","25,017.0","25,722.4","24,928.9","1.43K","1.89%"
"09/18/2023","25,004.3","24,852.1","25,708.8","24,720.0","2.36K","0.61%"
"09/17/2023","24,852.0","24,883.2","24,934.3","24,756.0","0.48K","-0.13%"
"09/16/2023","24,883.2","24,932.1","25,080.8","24,802.6","0.59K","-0.20%"
"09/15/2023","24,932.0","24,935.0","25,186.8","24,578.1","1.10K","-0.01%"
"09/14/2023","24,934.9","24,438.8","25,171.5","24,329.9","1.09K","2.03%"
"09/13/2023","24,438.7","24,030.5","24,579.9","23,951.7","0.82K","1.70%"
"09/12/2023","24,030.4","23,414.8","24,635.4","23,391.9","1.91K","2.63%"
"09/11/2023","23,414.9","24,114.4","24,154.8","23,184.9","1.57K","-2.90%"
"09/10/2023","24,113.8","24,211.2","24,283.7","23,942.5","0.35K","-0.40%"
"09/09/2023","24,211.6","24,202.3","24,249.0","24,131.1","0.22K","0.04%"
"09/08/2023","24,202.3","24,540.1","24,668.7","23,982.0","0.82K","-1.38%"
"09/07/2023","24,540.1","24,013.3","24,700.0","23,942.3","0.78K","2.20%"
"09/06/2023","24,011.4","24,045.3","24,244.0","23,682.8","0.75K","-0.13%"
"09/05/2023","24,043.4","23,901.8","24,136.9","23,700.1","0.91K","0.60%"
"09/04/2023","23,901.1","24,085.9","24,176.8","23,732.3","1.01K","-0.77%"
"09/03/2023","24,085.9","24,007.3","24,222.0","23,939.9","0.37K","0.35%"
"09/02/2023","24,002.5","23,929.9","24,099.9","23,880.3","0.28K","0.31%"
"09/01/2023","23,928.5","23,897.9","24,100.0","23,463.7","1.76K","0.13%"
"08/31/2023","23,897.9","24,962.6","25,293.7","23,671.1","1.90K","-4.27%"
"08/30/2023","24,962.6","25,467.9","25,504.0","24,745.3","1.62K","-2.04%"
"08/29/2023","25,482.2","24,085.4","25,850.1","23,950.3","2.87K","5.80%"
"08/28/2023","24,085.4","24,162.3","24,240.9","23,920.1","1.10K","-0.32%"
"08/27/2023","24,162.3","24,100.3","24,247.5","24,054.5","0.22K","0.26%"
"08/26/2023","24,100.7","24,129.4","24,177.3","24,063.4","0.29K","-0.12%"
"08/25/2023","24,129.4","24,218.8","24,239.6","23,921.6","0.95K","-0.37%"
"08/24/2023","24,218.8","24,333.9","24,463.4","23,928.0","0.94K","-0.49%"
"08/23/2023","24,337.6","24,005.9","24,670.3","23,847.4","1.01K","1.41%"
"08/22/2023","23,998.7","23,966.8","24,007.5","23,378.2","0.99K","0.13%"
"08/21/2023","23,966.8","24,090.9","24,090.9","23,708.3","1.10K","-0.51%"
"08/20/2023","24,090.8","24,058.6","24,189.7","23,946.1","0.44K","0.14%"
"08/19/2023","24,057.4","23,981.9","24,211.4","23,758.5","0.52K","0.32%"
"08/18/2023","23,981.8","24,500.0","24,673.2","23,599.8","2.71K","-2.12%"
"08/17/2023","24,501.9","26,360.1","26,396.6","23,500.6","3.40K","-7.05%"
"08/16/2023","26,360.1","26,715.7","26,766.8","26,360.0","1.52K","-1.33%"
"08/15/2023","26,715.7","26,930.1","26,940.0","26,625.0","1.24K","-0.80%"
"08/14/2023","26,930.1","26,740.1","27,096.8","26,580.1","1.67K","0.71%"
"08/13/2023","26,740.1","26,874.0","26,889.9","26,725.1","0.30K","-0.50%"
"08/12/2023","26,874.0","26,845.4","26,913.2","26,800.0","0.30K","0.11%"
"08/11/2023","26,845.4","26,783.6","26,912.3","26,678.6","0.81K","0.23%"
"08/10/2023","26,783.6","26,907.1","26,980.3","26,634.2","0.94K","-0.46%"
"08/09/2023","26,907.1","27,123.0","27,399.5","26,728.1","1.34K","-0.80%"
"08/08/2023","27,123.8","26,459.1","27,499.9","26,459.0","1.82K","2.51%"
"08/07/2023","26,459.1","26,392.4","26,531.2","26,058.1","1.01K","0.25%"
"08/06/2023","26,392.4","26,402.0","26,466.5","26,316.1","0.25K","-0.04%"
"08/05/2023","26,402.0","26,407.4","26,437.7","26,313.3","0.35K","-0.02%"
"08/04/2023","26,407.4","26,636.7","26,690.7","26,172.0","1.19K","-0.86%"
"08/03/2023","26,636.9","26,578.4","26,870.7","26,495.3","1.07K","0.22%"
"08/02/2023","26,578.4","26,880.0","27,170.1","26,412.2","1.74K","-1.12%"
"08/01/2023","26,880.0","26,531.9","26,880.0","26,145.1","1.35K","1.31%"
"07/31/2023","26,531.8","26,489.9","26,699.2","26,450.5","0.91K","0.16%"
"07/30/2023","26,489.9","26,623.4","26,651.0","26,353.2","0.42K","-0.50%"
"07/29/2023","26,623.3","26,564.5","26,630.2","26,517.3","0.23K","0.22%"
"07/28/2023","26,564.5","26,594.9","26,725.9","26,470.0","0.93K","-0.09%"
"07/27/2023","26,589.4","26,489.3","26,772.0","26,427.7","0.67K","0.38%"
"07/26/2023","26,489.2","26,434.5","26,769.0","26,330.0","0.80K","0.21%"
"07/25/2023","26,433.9","26,384.2","26,588.0","26,245.0","0.72K","0.19%"
"07/24/2023","26,384.5","27,051.2","27,057.6","26,086.0","0.97K","-2.46%"
"07/23/2023","27,051.1","26,785.8","27,270.7","26,760.3","0.42K","0.99%"
"07/22/2023","26,785.8","26,890.9","26,961.2","26,669.9","0.23K","-0.39%"
"07/21/2023","26,890.9","26,760.5","27,007.9","26,715.4","0.58K","0.50%"
"07/20/2023","26,756.4","26,703.1","27,133.0","26,597.1","1.07K","0.20%"
"07/19/2023","26,704.0","26,595.0","26,890.6","26,594.9","0.84K","0.41%"
"07/18/2023","26,594.9","26,828.9","26,885.3","26,362.6","0.87K","-0.87%"
"07/17/2023","26,828.9","26,949.0","27,030.0","26,418.2","1.00K","-0.45%"
"07/16/2023","26,950.0","27,002.2","27,130.4","26,812.0","0.43K","-0.19%"
"07/15/2023","27,002.1","27,036.7","27,091.9","26,989.5","0.27K","-0.13%"
"07/14/2023","27,036.7","28,031.1","28,113.5","26,634.0","2.04K","-3.55%"
"07/13/2023","28,031.1","27,299.3","28,317.9","27,180.0","1.83K","2.68%"
"07/12/2023","27,299.3","27,816.2","28,036.9","27,144.0","1.23K","-1.86%"
"07/11/2023","27,816.2","27,641.9","28,033.2","27,604.4","0.74K","0.63%"
"07/10/2023","27,641.9","27,510.9","28,207.0","27,364.9","0.91K","0.48%"
"07/09/2023","27,510.9","27,627.0","27,763.6","27,450.1","0.20K","-0.42%"
"07/08/2023","27,626.9","27,695.5","27,714.0","27,431.7","0.20K","-0.25%"
"07/07/2023","27,695.4","27,474.1","27,924.8","27,318.1","0.82K","0.80%"
"07/06/2023","27,475.8","28,094.6","28,961.3","27,425.6","1.30K","-2.23%"
"07/05/2023","28,102.5","28,271.7","28,382.0","27,746.3","1.00K","-0.60%"
"07/04/2023","28,271.7","28,532.0","28,685.4","28,150.1","0.85K","-0.91%"
"07/03/2023","28,531.1","28,047.8","28,736.1","28,030.2","1.14K","1.72%"
"07/02/2023","28,047.8","28,016.5","28,176.0","27,662.1","0.27K","0.12%"
"07/01/2023","28,014.3","27,899.8","28,076.0","27,765.1","0.29K","0.40%"
"06/30/2023","27,901.6","28,013.5","28,757.5","27,002.1","1.48K","-0.39%"
"06/29/2023","28,011.8","27,568.7","28,329.9","27,566.2","1.10K","1.59%"
"06/28/2023","27,573.9","28,015.2","28,024.3","27,386.0","0.90K","-1.58%"
"06/27/2023","28,015.8","27,726.0","28,299.0","27,654.4","1.30K","1.05%"
"06/26/2023","27,724.3","27,887.4","28,056.7","27,406.6","1.03K","-0.59%"
"06/25/2023","27,888.1","28,020.7","28,455.3","27,772.3","0.43K","-0.48%"
"06/24/2023","28,022.6","28,155.9","28,254.7","27,783.1","0.52K","-0.47%"
"06/23/2023","28,155.9","27,265.4","28,825.0","27,242.8","1.59K","3.27%"
"06/22/2023","27,265.4","27,233.0","27,646.1","26,926.1","1.46K","0.14%"
"06/21/2023","27,226.3","25,916.4","27,980.0","25,892.6","2.35K","5.05%"
"06/20/2023","25,916.3","24,565.4","25,998.7","24,424.8","1.67K","5.50%"
"06/19/2023","24,566.1","24,072.4","24,747.4","24,013.8","1.03K","2.06%"
"06/18/2023","24,069.8","24,236.2","24,378.1","24,000.0","0.30K","-0.69%"
"06/17/2023","24,236.2","24,060.1","24,467.5","23,914.3","0.54K","0.73%"
"06/16/2023","24,060.1","23,370.8","24,185.8","23,031.4","1.37K","2.94%"
"06/15/2023","23,372.3","23,180.5","23,519.6","22,788.1","1.45K","0.83%"
"06/14/2023","23,180.6","24,025.6","24,126.5","22,929.6","1.53K","-3.50%"
"06/13/2023","24,021.9","24,050.7","24,435.9","23,834.3","1.07K","-0.12%"
"06/12/2023","24,050.7","24,124.1","24,208.5","23,871.0","0.85K","-0.30%"
"06/11/2023","24,124.0","24,120.6","24,389.9","23,946.2","0.42K","0.02%"
"06/10/2023","24,120.3","24,638.5","24,667.6","23,722.9","1.20K","-2.10%"
"06/09/2023","24,638.5","24,571.9","24,868.7","24,386.5","0.90K","0.27%"
"06/08/2023","24,573.0","24,588.9","24,855.9","24,454.0","0.73K","-0.06%"
"06/07/2023","24,588.9","25,449.0","25,558.0","24,421.1","1.21K","-3.38%"
"06/06/2023","25,449.0","24,037.0","25,551.5","23,765.1","1.89K","5.90%"
"06/05/2023","24,031.8","25,350.7","25,371.7","23,750.4","1.88K","-5.23%"
"06/04/2023","25,359.1","25,287.9","25,622.9","25,195.4","0.21K","0.28%"
"06/03/2023","25,287.9","25,459.9","25,530.1","25,166.7","0.32K","-0.68%"
"06/02/2023","25,460.0","24,932.7","25,500.0","24,666.0","0.83K","2.12%"
"06/01/2023","24,932.4","25,466.1","25,588.7","24,800.0","1.09K","-2.10%"
"05/31/2023","25,466.0","25,809.5","25,930.9","25,200.0","1.00K","-1.33%"
"05/30/2023","25,809.5","25,908.6","26,130.3","25,710.0","0.98K","-0.38%"
"05/29/2023","25,908.6","26,167.1","26,500.0","25,681.6","0.81K","-1.00%"
"05/28/2023","26,170.0","25,045.2","26,285.1","24,974.0","0.72K","4.48%"
"05/27/2023","25,046.8","24,900.7","25,055.5","24,791.1","0.31K","0.57%"
"05/26/2023","24,904.4","24,680.9","25,116.1","24,525.0","1.41K","0.91%"
"05/25/2023","24,678.9","24,459.4","24,789.8","24,091.1","1.11K","0.90%"
"05/24/2023","24,459.4","25,260.5","25,264.3","24,233.9","1.20K","-3.17%"
"05/23/2023","25,260.2","24,827.5","25,421.2","24,780.1","1.08K","1.74%"
"05/22/2023","24,827.5","24,726.1","25,040.7","24,528.0","0.76K","0.41%"
"05/21/2023","24,726.1","25,093.9","25,234.4","24,681.3","0.36K","-1.47%"
"05/20/2023","25,095.1","24,885.0","25,122.3","24,838.4","0.28K","0.84%"
"05/19/2023","24,885.0","24,878.2","25,105.9","24,635.2","0.74K","0.03%"
"05/18/2023","24,878.2","25,277.9","25,399.1","24,507.8","1.01K","-1.58%"
"05/17/2023","25,276.4","24,878.8","25,344.0","24,507.0","1.23K","1.60%"
"05/16/2023","24,878.8","24,978.1","25,092.2","24,705.1","1.05K","-0.41%"
"05/15/2023","24,981.3","24,813.0","25,422.3","24,654.0","1.32K","0.67%"
"05/14/2023","24,814.4","24,704.4","25,062.2","24,563.6","0.37K","0.45%"
"05/13/2023","24,704.4","24,708.7","24,929.6","24,607.9","0.56K","0.03%"
"05/12/2023","24,697.2","24,732.1","24,810.0","23,820.8","1.93K","-0.14%"
"05/11/2023","24,732.0","25,152.0","25,250.0","24,505.1","1.31K","-1.67%"
"05/10/2023","25,151.5","25,217.3","25,814.9","24,444.0","1.79K","-0.26%"
"05/09/2023","25,217.1","25,193.7","25,416.1","24,963.3","1.22K","0.09%"
"05/08/2023","25,193.7","25,851.3","26,009.8","24,813.7","1.43K","-2.54%"
"05/07/2023","25,849.5","26,247.8","26,478.4","25,840.1","0.31K","-1.54%"
"05/06/2023","26,254.5","26,793.2","27,061.0","25,803.8","0.75K","-2.01%"
"05/05/2023","26,793.2","26,183.2","26,937.5","26,175.1","1.34K","2.33%"
"05/04/2023","26,183.2","26,234.6","26,585.0","26,013.1","1.03K","-0.20%"
"05/03/2023","26,234.6","26,039.2","26,439.0","25,496.4","1.20K","0.75%"
"05/02/2023","26,039.2","25,594.2","26,280.9","25,399.6","1.14K","1.70%"
"05/01/2023","25,604.7","26,560.3","26,639.2","25,211.1","1.09K","-3.54%"
"04/30/2023","26,543.1","26,544.1","27,175.1","26,421.4","0.72K","0.00%"
"04/29/2023","26,544.2","26,618.8","26,715.5","26,382.3","0.31K","-0.28%"
"04/28/2023","26,618.8","26,729.1","26,849.9","26,253.5","1.27K","-0.41%"
"04/27/2023","26,729.1","25,743.0","27,100.0","25,709.7","1.53K","3.85%"
"04/26/2023","25,738.4","25,790.0","27,138.4","24,760.9","2.25K","-0.18%"
"04/25/2023","25,785.8","24,890.3","25,869.1","24,648.6","1.15K","3.60%"
"04/24/2023","24,890.3","25,115.9","25,475.8","24,483.6","1.62K","-0.90%"
"04/23/2023","25,115.1","25,370.5","25,374.3","24,957.8","0.47K","-1.02%"
"04/22/2023","25,373.4","24,804.7","25,425.7","24,700.0","0.75K","2.29%"
"04/21/2023","24,804.7","25,760.3","25,858.8","24,707.7","1.64K","-3.70%"
"04/20/2023","25,757.2","26,316.0","26,529.7","25,560.2","1.65K","-2.20%"
"04/19/2023","26,336.1","27,683.1","27,698.2","26,176.1","1.89K","-4.88%"
"04/18/2023","27,688.4","26,952.4","27,763.9","26,666.1","1.49K","2.73%"
"04/17/2023","26,952.4","27,602.8","27,602.8","26,778.1","1.60K","-2.36%"
"04/16/2023","27,602.8","27,580.0","27,767.0","27,420.4","0.53K","0.08%"
"04/15/2023","27,580.0","27,718.9","27,826.0","27,521.1","0.38K","-0.50%"
"04/14/2023","27,718.9","27,534.1","28,026.3","27,361.0","1.80K","0.67%"
"04/13/2023","27,534.1","27,200.5","27,664.6","27,184.7","1.16K","1.25%"
"04/12/2023","27,195.2","27,673.1","27,799.9","27,045.7","1.51K","-1.73%"
"04/11/2023","27,673.1","27,264.9","27,972.3","27,218.3","2.22K","1.47%"
"04/10/2023","27,271.2","25,972.5","27,377.4","25,905.0","1.59K","5.00%"
"04/09/2023","25,972.5","25,675.6","26,174.9","25,540.5","0.60K","1.16%"
"04/08/2023","25,674.8","25,604.7","25,844.6","25,571.9","0.32K","0.28%"
"04/07/2023","25,604.3","25,702.0","25,770.5","25,490.0","0.53K","-0.38%"
"04/06/2023","25,702.8","25,845.5","25,852.5","25,450.1","1.03K","-0.55%"
"04/05/2023","25,845.6","25,722.8","26,245.0","25,515.8","1.51K","0.48%"
"04/04/2023","25,723.0","25,486.4","26,067.2","25,388.4","1.58K","0.93%"
"04/03/2023","25,486.3","26,094.2","26,244.9","25,000.1","1.79K","-2.36%"
"04/02/2023","26,101.2","26,262.2","26,320.0","25,755.6","0.63K","-0.61%"
"04/01/2023","26,262.2","26,266.5","26,559.9","26,063.7","0.68K","-0.02%"
"03/31/2023","26,266.6","25,723.3","26,400.0","25,305.7","1.78K","2.11%"
"03/30/2023","25,723.3","26,133.6","26,896.7","25,443.9","2.00K","-1.58%"
"03/29/2023","26,135.6","25,167.8","26,416.6","25,140.5","1.91K","3.85%"
"03/28/2023","25,167.8","25,110.9","25,356.0","24,637.5","1.71K","0.23%"
"03/27/2023","25,110.9","25,971.0","26,039.9","24,650.1","1.91K","-3.32%"
"03/26/2023","25,972.8","25,565.8","26,200.0","25,533.0","0.84K","1.56%"
"03/25/2023","25,573.5","25,577.7","25,842.3","25,294.4","0.62K","-0.02%"
"03/24/2023","25,577.6","26,141.5","26,260.0","25,152.8","1.80K","-2.14%"
"03/23/2023","26,137.7","25,130.3","26,441.3","24,963.0","2.38K","4.01%"
"03/22/2023","25,130.2","26,160.9","26,689.7","24,567.0","3.30K","-3.94%"
"03/21/2023","26,160.8","25,925.2","26,440.0","25,572.0","2.08K","0.92%"
"03/20/2023","25,921.4","26,253.1","26,765.1","25,501.3","2.27K","-1.23%"
"03/19/2023","26,243.9","25,215.2","26,600.0","25,149.5","1.50K","4.08%"
"03/18/2023","25,215.2","25,657.4","25,975.0","24,942.6","1.56K","-1.66%"
"03/17/2023","25,642.0","23,587.2","26,000.0","23,481.7","3.28K","8.73%"
"03/16/2023","23,584.2","22,953.0","23,728.9","22,800.1","2.06K","2.80%"
"03/15/2023","22,942.3","22,940.1","23,867.0","22,589.6","2.52K","-0.04%"
"03/14/2023","22,952.3","22,161.0","24,439.9","22,075.3","4.71K","3.64%"
"03/13/2023","22,146.2","20,401.9","22,745.9","20,262.9","3.96K","8.59%"
